Demand Level,Scenario,Resource Level,Trial,Percent Abandoned,Ambulance Utilisation,RRV Utilisation,Mean Response Time,Percent Response < 8,Percent Response < 15,Percent Response < 60,Percent Response within Target,Overall Survival
13,noRRV,62,8,0.005134094440316152,0.4200016409166331,,0.015359158798693658,0.01082617227146627,0.24135597807700115,0.9964138304350768,0.663915014547669,0.6651317730662797
13,noRRV,62,9,0.003992691344657237,0.4193327088402801,,0.014958850563052642,0.013201543565093765,0.2584794529821948,0.9975627919572134,0.6672534019362264,0.6697553832066462
13,noRRV,62,10,0.005158893933140734,0.4139218134920558,,0.014987537849477123,0.01204736334847859,0.2492771581990913,0.9973840011014732,0.6661847721327275,0.6671024811299038
13,noRRV,62,11,0.006344330172298651,0.4262942366301121,,0.015342116536241254,0.012181246235191755,0.24549896258617226,0.9957834147647413,0.6612676527675524,0.6624542632723238
13,noRRV,63,0,0.00392399834779017,0.4048778678124141,,0.014794918476143571,0.011703152967093488,0.2544403139198678,0.9991050530083987,0.670934875395842,0.6714255625920353
13,noRRV,63,1,0.004476700807162721,0.41196905826681063,,0.01488402594238671,0.013298052785127893,0.2567338354026732,0.9985752086301649,0.6737906235158423,0.6744670863492951
13,noRRV,63,2,0.007165551274251335,0.4139429743196456,,0.015181460142738556,0.014503558115892918,0.25272788885123687,0.9970179600135547,0.6772619451033548,0.6777251244257061
13,noRRV,63,3,0.005155688216538905,0.4107241368848558,,0.015068082764551464,0.014126596033686498,0.25162999185004076,0.997690844879109,0.6682287421896224,0.669571734279326
13,noRRV,63,4,0.005532408988457072,0.407678191136517,,0.015014098121651108,0.013876546585549251,0.2509399138697109,0.9982227083190922,0.6672363114361884,0.6684374688934822
13,noRRV,63,5,0.005531570426335672,0.41229043568956947,,0.014980298885753942,0.012218996827111321,0.25295348680213325,0.9979072436373456,0.6738000405049619,0.6747701945666105
13,noRRV,63,6,0.005140344944200203,0.4136023312572609,,0.014943424114884111,0.012801408832294772,0.25778921701435925,0.9981034949878081,0.6788133297209429,0.6795039473335887
13,noRRV,63,7,0.0044380718284855935,0.40801350719661245,,0.014979558185525575,0.012841530054644808,0.24610655737704917,0.9983606557377049,0.6730874316939891,0.6738442109332727
13,noRRV,63,8,0.00499898669188678,0.4122406453645545,,0.015148832290249702,0.01014747666080368,0.24252469219320796,0.9974969557570018,0.6646597212826411,0.6659809863274698
13,noRRV,63,9,0.003722000406036408,0.41285343921550155,,0.014808418502750432,0.01340282948622487,0.2612197928653625,0.9983077235497191,0.6675692141068165,0.669925649747353
13,noRRV,63,10,0.004952538175815105,0.4071043244382303,,0.014900975906523416,0.012664326519375043,0.25115286668043224,0.9979351641544497,0.6654277651593365,0.6663552975604606
13,noRRV,63,11,0.005342593829304127,0.4192336943285275,,0.015226657890798688,0.011036051100260852,0.24714065948765968,0.9965219717744632,0.6604240519028828,0.6616534245994166
13,noRRV,64,0,0.00392399834779017,0.398645088078321,,0.01463793770043985,0.012873468263802836,0.2707558859975217,0.9995869475423379,0.6785075037863142,0.6789862668324189
13,noRRV,64,1,0.004612358407379774,0.40581152769130785,,0.014716562622510254,0.014519302530700861,0.2743062622973065,0.9988465974625144,0.6822036773186784,0.6828119724093353
13,noRRV,64,2,0.006827553572635706,0.40852861555699665,,0.015066009669438237,0.0135473819684346,0.2701347964505859,0.9973582605161553,0.6844137370453159,0.6848591479554451
13,noRRV,64,3,0.004748660199443728,0.405279677693263,,0.014895271647301325,0.014659970137097869,0.2720238903217049,0.9974209311795846,0.6744943667707344,0.6759941859137522
13,noRRV,64,4,0.005259203606311044,0.4021443805649432,,0.014846757933671304,0.01551076187222412,0.2683976768021865,0.9983600956610864,0.6761188930645712,0.677332264488948
13,noRRV,64,5,0.0052617377226119805,0.4065596803658595,,0.014869692581976514,0.01370047917932105,0.27286225281770937,0.9981777687791051,0.6807045960720793,0.6814298034948791
13,noRRV,64,6,0.004463983767331755,0.4073831485306543,,0.014773462523095091,0.01313295423774709,0.2768074735987002,0.9979014351475765,0.6850798808556728,0.6857863040259612
13,noRRV,64,7,0.0042332377440939505,0.4031590027389638,,0.014843888789528385,0.012770607116028137,0.2631291402035102,0.9987707437000615,0.6801884859659906,0.6809723870874216
13,noRRV,64,8,0.004593663446598662,0.4065102669420202,,0.014994448282227832,0.01196835485834066,0.26391236730002027,0.9972276692136047,0.6721211711407127,0.6733812615331218
13,noRRV,64,9,0.003451309467415578,0.40659418894917154,,0.014648350431592192,0.01326565143824027,0.2792554991539763,0.9988494077834179,0.6749238578680203,0.6773706644106138
13,noRRV,64,10,0.004814967670931352,0.4009364182500263,,0.014697499633577787,0.01403701919768802,0.2688364412027799,0.9983485859767426,0.6736393036537536,0.6745933062291348
13,noRRV,64,11,0.005476158675036731,0.4126951625096027,,0.015085012024397054,0.012571887120502875,0.2589273772903571,0.997325130399893,0.668449913066738,0.6697134788262006
13,noRRV,65,0,0.0,0.3923397077581876,,0.014576717669606816,0.012942310340079857,0.2738537794299876,0.9995869475423379,0.6800220294644086,0.6805058081264991
13,noRRV,65,1,0.0045445296072712475,0.3994724699563085,,0.01463671923788499,0.014111261872455903,0.2762550881953867,0.9993894165535957,0.6828358208955224,0.6834597969282228
13,noRRV,65,2,0.005745960927465693,0.40203326858169963,,0.014940455238172522,0.014346619746903972,0.27062326588617447,0.9972930906137917,0.6827502199363876,0.6830826383991598
13,noRRV,65,3,0.004409470185197748,0.39805872376553514,,0.014789182442008064,0.01520396389058576,0.2732641009977601,0.998167379352474,0.6769836421638499,0.6783715226359152
13,noRRV,65,4,0.004917696878628509,0.3956767008299558,,0.01474910483628075,0.015509702104400109,0.2708390270565728,0.9987018311013939,0.6775758403935501,0.6787866103246764
13,noRRV,65,5,0.004856988667026443,0.40035735797675215,,0.014788909709084985,0.013764253424195398,0.2734633290601174,0.9984481478982524,0.6805883543620539,0.6815397444104344
13,noRRV,65,6,0.004261075414271221,0.40054393330020865,,0.014678627943424744,0.013062605752961082,0.27769881556683584,0.9981049069373943,0.6869712351945855,0.6876315573114725
13,noRRV,65,7,0.0038918476034412127,0.39676866281155554,,0.014785268411251634,0.014886642993717563,0.26481835564053535,0.9984976782299918,0.6802786124009833,0.6810269191635051
13,noRRV,65,8,0.004188340201310545,0.400245382514017,,0.014950212850405173,0.011560302866414279,0.2650757166035695,0.997836668469443,0.6731341265548946,0.6743750727150833
13,noRRV,65,9,0.003586654936725993,0.3999157290538341,,0.014584061004928444,0.015972927241962774,0.2827072758037225,0.9983079526226735,0.6753299492385787,0.6775918883823039
13,noRRV,65,10,0.00447104140872197,0.39461397566587036,,0.014628294765753353,0.014309301045679693,0.27318381948266374,0.9986929003852504,0.6755641166758393,0.6765193133985085
13,noRRV,65,11,0.004674769600641111,0.40574744489296577,,0.014920002874104605,0.012498329100387649,0.2670097580537361,0.9971928886512499,0.6724368399946531,0.6737067509069797
13,noRRV,66,0,0.0,0.3859119955495149,,0.014408616568078084,0.013699573179127083,0.28307861765110837,0.9996557896186149,0.6839460278121988,0.6844218051381358
13,noRRV,66,1,0.004341043206945669,0.39303672337980444,,0.014461629316217198,0.015331388643918323,0.28396987992673495,0.9992537819686589,0.6871311308595075,0.6877727551916493
13,noRRV,66,2,0.0047319678226188065,0.39519840017527785,,0.014752906921378118,0.01413308087638626,0.28320259670002706,0.997971328103868,0.6909656478225589,0.6914316403055667
13,noRRV,66,3,0.0042737941794993555,0.39180071318488485,,0.014613336542263511,0.016219884628435696,0.2837461825585341,0.9983712249745504,0.6823888700373261,0.6838199746228429
13,noRRV,66,4,0.004644491496482481,0.38913355284733964,,0.014554705045840123,0.016123522579763613,0.2798387647742024,0.998975199836032,0.6821069891371183,0.6833230043610554
13,noRRV,66,5,0.00451969778737183,0.39353713162251003,,0.014591145722540074,0.015382539468357846,0.2826878963702604,0.9990554581028201,0.6843880717851842,0.6852921866618165
13,noRRV,66,6,0.003855258708150152,0.39416603650314563,,0.01455016272556011,0.014207428455449563,0.2881401799607604,0.9979703673635072,0.6901427508287666,0.6908962430111028
13,noRRV,66,7,0.0037552915471801176,0.38978169836028725,,0.014630234552055244,0.013178559235233868,0.2703311710481393,0.99897575964493,0.6829634687606692,0.6837349618346771
13,noRRV,66,8,0.003783016956022428,0.39345594521088567,,0.014779198968879984,0.013382899628252789,0.2757688408246029,0.9983102399459277,0.6786752281176073,0.6799029428858476
13,noRRV,66,9,0.0,0.39374772888090953,,0.014424019741145362,0.013331528727075862,0.28990999526290856,0.9988495635108615,0.6784191649184543,0.6807375730433814
13,noRRV,66,10,0.004333470903838217,0.3881751469144768,,0.014452657797247654,0.014858636582513586,0.28210772511522325,0.9987617802847906,0.6797138336658183,0.6806897374688611
13,noRRV,66,11,0.004274075063443301,0.39945396414292683,,0.014762043307693245,0.012697988371315912,0.2732072445365234,0.9977945599144556,0.6748646661765688,0.6761606399163551
13,noRRV,67,0,0.0,0.3800349785289137,,0.014303934297926639,0.013424204874019,0.2832851438799394,0.9994492633897838,0.684703290651246,0.6851783692693142
13,noRRV,67,1,6.782880010852608e-05,0.386812456943621,,0.014326369282773005,0.0155338488671822,0.2836792836792837,0.9995929995929996,0.6872201872201872,0.6879055593530604
13,noRRV,67,2,0.00040559724193875484,0.38883315725682877,,0.014597132238923786,0.014675052410901468,0.281598701562183,0.9989179684858321,0.6893893284641915,0.6898145462279659
13,noRRV,67,3,0.00020351400854758835,0.38584940215588465,,0.014477109532005997,0.015130953996471706,0.290337902021984,0.9987786673904193,0.6841498168001086,0.685461563077879
13,noRRV,67,4,0.00020490403660952122,0.3831673038205073,,0.01442705116037524,0.015644213690394863,0.28057111627271486,0.9993851619073644,0.683016805574532,0.6842140097972123
13,noRRV,67,5,0.0,0.38757552615750823,,0.0144705982612346,0.015852671343766864,0.2822450080949811,0.9992579600647599,0.6865893146249326,0.6873003302263692
13,noRRV,67,6,0.00020290835306053433,0.38790144425623363,,0.014373995327373093,0.013732918414287648,0.2898119334325531,0.9987146529562982,0.6934109051549181,0.6939755709568165
13,noRRV,67,7,0.0,0.3844967850923702,,0.014443002503806422,0.014338385907414994,0.27782329646319814,0.999248941690564,0.6862624607401339,0.6869315590858458
13,noRRV,67,8,6.755387421468622e-05,0.387438022973866,,0.014628562577225071,0.012903661667342251,0.2771247128766383,0.9986488312390217,0.678692068639373,0.6799684669707968
13,noRRV,67,9,0.0,0.38772766064612296,,0.014306103148339838,0.013399201461731068,0.2920755227718752,0.9991202544494823,0.6807200378967314,0.6830158043079688
13,noRRV,67,10,0.0,0.38222196609304515,,0.014349859630682122,0.014307332507910305,0.28332645480808916,0.9990370064658137,0.6813179254367864,0.6822951578842043
13,noRRV,67,11,0.00013356484573260317,0.39353621737741634,,0.014608586088807872,0.01228960726689821,0.2713732300293882,0.9988645471546888,0.6737910766764628,0.6750771257355509
13,noRRV,68,0,0.0,0.37462812625992425,,0.014381682359715743,0.013630731102850062,0.2821836706595071,0.9996557896186149,0.6853917114140162,0.6858603747133311
